20160701,1,1,5000
20160701,1,2,20
20160701,1,3,100
20160701,2,1,2000
20160701,2,2,2000
20160701,2,3,2000
20160701,3,1,4000
20160701,3,2,3000
20160701,3,3,2000
20160701,4,1,1000
20160701,4,2,1000
20160701,4,3,1000
20160701,5,1,500
20160701,5,2,500
20160701,5,3,500
20160701,6,1,5000
20160701,6,2,5000
20160701,6,3,5000
20160702,1,1,5000
20160702,1,2,20
20160702,1,3,100
20160702,2,1,2000
20160702,2,2,2000
20160702,2,3,2000
20160702,3,1,4000
20160702,3,2,3000
20160702,3,3,2000
20160702,4,1,1000
20160702,4,2,1000
20160702,4,3,1000
20160702,5,1,500
20160702,5,2,500
20160702,5,3,500
20160702,6,1,5000
20160702,6,2,5000
20160702,6,3,5000
20160703,1,1,5000
20160703,1,2,20
20160703,1,3,100
20160703,2,1,2000
20160703,2,2,2000
20160703,2,3,2000
20160703,3,1,4000
20160703,3,2,3000
20160703,3,3,2000
20160703,4,1,1000
20160703,4,2,1000
20160703,4,3,1000
20160703,5,1,500
20160703,5,2,500
20160703,5,3,500
20160703,6,1,5000
20160703,6,2,5000
20160703,6,3,5000
20160704,1,1,5000
20160704,1,2,20
20160704,1,3,100
20160704,2,1,2000
20160704,2,2,2000
20160704,2,3,2000
20160704,3,1,4000
20160704,3,2,3000
20160704,3,3,2000
20160704,4,1,1000
20160704,4,2,1000
20160704,4,3,1000
20160704,5,1,500
20160704,5,2,500
20160704,5,3,500
20160704,6,1,5000
20160704,6,2,5000
20160704,6,3,5000
20160705,1,1,5000
20160705,1,2,20
20160705,1,3,100
20160705,2,1,2000
20160705,2,2,2000
20160705,2,3,2000
20160705,3,1,4000
20160705,3,2,3000
20160705,3,3,2000
20160705,4,1,1000
20160705,4,2,1000
20160705,4,3,1000
20160705,5,1,500
20160705,5,2,500
20160705,5,3,500
20160705,6,1,5000
20160705,6,2,5000
20160705,6,3,5000
20160706,1,1,5000
20160706,1,2,20
20160706,1,3,100
20160706,2,1,2000
20160706,2,2,2000
20160706,2,3,2000
20160706,3,1,4000
20160706,3,2,3000
20160706,3,3,2000
20160706,4,1,1000
20160706,4,2,1000
20160706,4,3,1000
20160706,5,1,500
20160706,5,2,500
20160706,5,3,500
20160706,6,1,5000
20160706,6,2,5000
20160706,6,3,5000
20160707,1,1,5000
20160707,1,2,20
20160707,1,3,100
20160707,2,1,2000
20160707,2,2,2000
20160707,2,3,2000
20160707,3,1,4000
20160707,3,2,3000
20160707,3,3,2000
20160707,4,1,1000
20160707,4,2,1000
20160707,4,3,1000
20160707,5,1,500
20160707,5,2,500
20160707,5,3,500
20160707,6,1,5000
20160707,6,2,5000
20160707,6,3,5000
20160708,1,1,5000
20160708,1,2,20
20160708,1,3,100
20160708,2,1,2000
20160708,2,2,2000
20160708,2,3,2000
20160708,3,1,4000
20160708,3,2,3000
20160708,3,3,2000
20160708,4,1,1000
20160708,4,2,1000
20160708,4,3,1000
20160708,5,1,500
20160708,5,2,500
20160708,5,3,500
20160708,6,1,5000
20160708,6,2,5000
20160708,6,3,5000
20160709,1,1,5000
20160709,1,2,20
20160709,1,3,100
20160709,2,1,2000
20160709,2,2,2000
20160709,2,3,2000
20160709,3,1,4000
20160709,3,2,3000
20160709,3,3,2000
20160709,4,1,1000
20160709,4,2,1000
20160709,4,3,1000
20160709,5,1,500
20160709,5,2,500
20160709,5,3,500
20160709,6,1,5000
20160709,6,2,5000
20160709,6,3,5000
20160710,1,1,5000
20160710,1,2,20
20160710,1,3,100
20160710,2,1,2000
20160710,2,2,2000
20160710,2,3,2000
20160710,3,1,4000
20160710,3,2,3000
20160710,3,3,2000
20160710,4,1,1000
20160710,4,2,1000
20160710,4,3,1000
20160710,5,1,500
20160710,5,2,500
20160710,5,3,500
20160710,6,1,5000
20160710,6,2,5000
20160710,6,3,5000
20160711,1,1,5000
20160711,1,2,20
20160711,1,3,100
20160711,2,1,2000
20160711,2,2,2000
20160711,2,3,2000
20160711,3,1,4000
20160711,3,2,3000
20160711,3,3,2000
20160711,4,1,1000
20160711,4,2,1000
20160711,4,3,1000
20160711,5,1,500
20160711,5,2,500
20160711,5,3,500
20160711,6,1,5000
20160711,6,2,5000
20160711,6,3,5000
20160712,1,1,5000
20160712,1,2,20
20160712,1,3,100
20160712,2,1,2000
20160712,2,2,2000
20160712,2,3,2000
20160712,3,1,4000
20160712,3,2,3000
20160712,3,3,2000
20160712,4,1,1000
20160712,4,2,1000
20160712,4,3,1000
20160712,5,1,500
20160712,5,2,500
20160712,5,3,500
20160712,6,1,5000
20160712,6,2,5000
20160712,6,3,5000
20160713,1,1,5000
20160713,1,2,20
20160713,1,3,100
20160713,2,1,2000
20160713,2,2,2000
20160713,2,3,2000
20160713,3,1,4000
20160713,3,2,3000
20160713,3,3,2000
20160713,4,1,1000
20160713,4,2,1000
20160713,4,3,1000
20160713,5,1,500
20160713,5,2,500
20160713,5,3,500
20160713,6,1,5000
20160713,6,2,5000
20160713,6,3,5000
20160714,1,1,5000
20160714,1,2,20
20160714,1,3,100
20160714,2,1,2000
20160714,2,2,2000
20160714,2,3,2000
20160714,3,1,4000
20160714,3,2,3000
20160714,3,3,2000
20160714,4,1,1000
20160714,4,2,1000
20160714,4,3,1000
20160714,5,1,500
20160714,5,2,500
20160714,5,3,500
20160714,6,1,5000
20160714,6,2,5000
20160714,6,3,5000
20160715,1,1,5000
20160715,1,2,20
20160715,1,3,100
20160715,2,1,2000
20160715,2,2,2000
20160715,2,3,2000
20160715,3,1,4000
20160715,3,2,3000
20160715,3,3,2000
20160715,4,1,1000
20160715,4,2,1000
20160715,4,3,1000
20160715,5,1,500
20160715,5,2,500
20160715,5,3,500
20160715,6,1,5000
20160715,6,2,5000
20160715,6,3,5000
20160716,1,1,5000
20160716,1,2,20
20160716,1,3,100
20160716,2,1,2000
20160716,2,2,2000
20160716,2,3,2000
20160716,3,1,4000
20160716,3,2,3000
20160716,3,3,2000
20160716,4,1,1000
20160716,4,2,1000
20160716,4,3,1000
20160716,5,1,500
20160716,5,2,500
20160716,5,3,500
20160716,6,1,5000
20160716,6,2,5000
20160716,6,3,5000
20160717,1,1,5000
20160717,1,2,20
20160717,1,3,100
20160717,2,1,2000
20160717,2,2,2000
20160717,2,3,2000
20160717,3,1,4000
20160717,3,2,3000
20160717,3,3,2000
20160717,4,1,1000
20160717,4,2,1000
20160717,4,3,1000
20160717,5,1,500
20160717,5,2,500
20160717,5,3,500
20160717,6,1,5000
20160717,6,2,5000
20160717,6,3,5000
20160718,1,1,5000
20160718,1,2,20
20160718,1,3,100
20160718,2,1,2000
20160718,2,2,2000
20160718,2,3,2000
20160718,3,1,4000
20160718,3,2,3000
20160718,3,3,2000
20160718,4,1,1000
20160718,4,2,1000
20160718,4,3,1000
20160718,5,1,500
20160718,5,2,500
20160718,5,3,500
20160718,6,1,5000
20160718,6,2,5000
20160718,6,3,5000
20160719,1,1,5000
20160719,1,2,20
20160719,1,3,100
20160719,2,1,2000
20160719,2,2,2000
20160719,2,3,2000
20160719,3,1,4000
20160719,3,2,3000
20160719,3,3,2000
20160719,4,1,1000
20160719,4,2,1000
20160719,4,3,1000
20160719,5,1,500
20160719,5,2,500
20160719,5,3,500
20160719,6,1,5000
20160719,6,2,5000
20160719,6,3,5000
20160720,1,1,5000
20160720,1,2,20
20160720,1,3,100
20160720,2,1,2000
20160720,2,2,2000
20160720,2,3,2000
20160720,3,1,4000
20160720,3,2,3000
20160720,3,3,2000
20160720,4,1,1000
20160720,4,2,1000
20160720,4,3,1000
20160720,5,1,500
20160720,5,2,500
